geo,entity,date,unemp_rate
NO,Norway,2007-Q4,2.1
NO,Norway,2008-Q1,2.5
NO,Norway,2008-Q2,2.7
NO,Norway,2008-Q3,2.5
NO,Norway,2008-Q4,2.5
NO,Norway,2009-Q1,3
NO,Norway,2009-Q2,3.3
NO,Norway,2009-Q3,3.2
NO,Norway,2009-Q4,2.9
NO,Norway,2010-Q1,3.6
NO,Norway,2010-Q2,3.8
NO,Norway,2010-Q3,3.4
NO,Norway,2010-Q4,3.2
NO,Norway,2011-Q1,3.2
NO,Norway,2011-Q2,3.5
NO,Norway,2011-Q3,3.1
NO,Norway,2011-Q4,3
NO,Norway,2012-Q1,3.2
NO,Norway,2012-Q2,3.2
NO,Norway,2012-Q3,3
NO,Norway,2012-Q4,3.1
NO,Norway,2013-Q1,3.5
NO,Norway,2013-Q2,3.6
NO,Norway,2013-Q3,3.4
NO,Norway,2013-Q4,3.2
NO,Norway,2014-Q1,3.5
NO,Norway,2014-Q2,3.3
NO,Norway,2014-Q3,3.6
NO,Norway,2014-Q4,3.4
NO,Norway,2015-Q1,4.2
NO,Norway,2015-Q2,4.3
NO,Norway,2015-Q3,4.4
NO,Norway,2015-Q4,4.2
NO,Norway,2016-Q1,4.8
NO,Norway,2016-Q2,4.8
NO,Norway,2016-Q3,4.8
NO,Norway,2016-Q4,4.3
NO,Norway,2017-Q1,4.5
NO,Norway,2017-Q2,4.4
NO,Norway,2017-Q3,4.1
NO,Norway,2017-Q4,3.7
NO,Norway,2018-Q1,3.9
NO,Norway,2018-Q2,3.8
NO,Norway,2018-Q3,4
NO,Norway,2018-Q4,3.5
NO,Norway,2019-Q1,3.8
NO,Norway,2019-Q2,3.4
NO,Norway,2019-Q3,3.8
NO,Norway,2019-Q4,3.7
NO,Norway,2020-Q1,3.6
NO,Norway,2020-Q2,4.4
NO,Norway,2020-Q3,5
NO,Norway,2020-Q4,4.6
NO,Norway,2021-Q1,5
NO,Norway,2021-Q2,5.1
NO,Norway,2021-Q3,4.2
NO,Norway,2021-Q4,3.4
NO,Norway,2022-Q1,3.3
NO,Norway,2022-Q2,3.3
NO,Norway,2022-Q3,3.2
NO,Norway,2022-Q4,3.1
NO,Norway,2023-Q1,3.7
NO,Norway,2023-Q2,3.5
NO,Norway,2023-Q3,3.6
NO,Norway,2023-Q4,3.5
NO,Norway,2024-Q1,4
NO,Norway,2024-Q2,4.3
NO,Norway,2024-Q3,3.9
NO,Norway,2024-Q4,3.8
PL,Poland,1998-Q2,10
PL,Poland,1999-Q1,12.3
PL,Poland,2000-Q1,16.8
PL,Poland,2000-Q2,16.4
PL,Poland,2000-Q3,15.4
PL,Poland,2000-Q4,16
PL,Poland,2001-Q1,18.3
PL,Poland,2001-Q2,18.4
PL,Poland,2001-Q3,17.9
PL,Poland,2001-Q4,18.5
PL,Poland,2002-Q1,20.3
PL,Poland,2002-Q2,20
PL,Poland,2002-Q3,19.9
PL,Poland,2002-Q4,19.8
PL,Poland,2003-Q1,20.6
PL,Poland,2003-Q2,19.4
PL,Poland,2003-Q3,19.4
PL,Poland,2003-Q4,19.3
PL,Poland,2004-Q1,20.7
PL,Poland,2004-Q2,19.1
PL,Poland,2004-Q3,18.2
PL,Poland,2004-Q4,18
PL,Poland,2005-Q1,18.9
PL,Poland,2005-Q2,18.1
PL,Poland,2005-Q3,17.4
PL,Poland,2005-Q4,16.8
PL,Poland,2006-Q1,16.1
PL,Poland,2006-Q2,14.1
PL,Poland,2006-Q3,13.1
PL,Poland,2006-Q4,12.2
PL,Poland,2007-Q1,11.3
PL,Poland,2007-Q2,9.6
PL,Poland,2007-Q3,9
PL,Poland,2007-Q4,8.5
PL,Poland,2008-Q1,8.1
PL,Poland,2008-Q2,7.1
PL,Poland,2008-Q3,6.6
PL,Poland,2008-Q4,6.7
PL,Poland,2009-Q1,8.3
PL,Poland,2009-Q2,7.9
PL,Poland,2009-Q3,8.1
PL,Poland,2009-Q4,8.5
PL,Poland,2010-Q1,10.6
PL,Poland,2010-Q2,9.6
PL,Poland,2010-Q3,9.2
PL,Poland,2010-Q4,9.3
PL,Poland,2011-Q1,10.1
PL,Poland,2011-Q2,9.5
PL,Poland,2011-Q3,9.3
PL,Poland,2011-Q4,9.8
PL,Poland,2012-Q1,10.5
PL,Poland,2012-Q2,9.9
PL,Poland,2012-Q3,9.9
PL,Poland,2012-Q4,10.1
PL,Poland,2013-Q1,11.3
PL,Poland,2013-Q2,10.5
PL,Poland,2013-Q3,9.8
PL,Poland,2013-Q4,9.8
PL,Poland,2014-Q1,10.6
PL,Poland,2014-Q2,9.1
PL,Poland,2014-Q3,8.2
PL,Poland,2014-Q4,8.1
PL,Poland,2015-Q1,8.6
PL,Poland,2015-Q2,7.4
PL,Poland,2015-Q3,7.1
PL,Poland,2015-Q4,6.9
PL,Poland,2016-Q1,7
PL,Poland,2016-Q2,6.2
PL,Poland,2016-Q3,5.9
PL,Poland,2016-Q4,5.6
PL,Poland,2017-Q1,5.4
PL,Poland,2017-Q2,5
PL,Poland,2017-Q3,4.7
PL,Poland,2017-Q4,4.5
PL,Poland,2018-Q1,4.2
PL,Poland,2018-Q2,3.6
PL,Poland,2018-Q3,3.8
PL,Poland,2018-Q4,3.8
PL,Poland,2019-Q1,3.9
PL,Poland,2019-Q2,3.2
PL,Poland,2019-Q3,3.1
PL,Poland,2019-Q4,2.9
PL,Poland,2020-Q1,3.1
PL,Poland,2020-Q2,3.1
PL,Poland,2020-Q3,3.3
PL,Poland,2020-Q4,3.1
PL,Poland,2021-Q1,4
PL,Poland,2021-Q2,3.5
PL,Poland,2021-Q3,3.1
PL,Poland,2021-Q4,2.9
PL,Poland,2022-Q1,3.1
PL,Poland,2022-Q2,2.6
PL,Poland,2022-Q3,2.9
PL,Poland,2022-Q4,2.9
PL,Poland,2023-Q1,2.9
PL,Poland,2023-Q2,2.6
PL,Poland,2023-Q3,2.7
PL,Poland,2023-Q4,3.1
PL,Poland,2024-Q1,3.2
PL,Poland,2024-Q2,2.7
PL,Poland,2024-Q3,2.9
PL,Poland,2024-Q4,2.8
PT,Portugal,1998-Q1,6
PT,Portugal,1998-Q2,4.7
PT,Portugal,1998-Q3,4.8
PT,Portugal,1998-Q4,4.9
PT,Portugal,1999-Q1,4.9
PT,Portugal,1999-Q2,4.6
PT,Portugal,1999-Q3,4.4
PT,Portugal,1999-Q4,4.4
PT,Portugal,2000-Q1,4.5
PT,Portugal,2000-Q2,3.9
PT,Portugal,2000-Q3,4.1
PT,Portugal,2000-Q4,3.8
PT,Portugal,2001-Q1,4.2
PT,Portugal,2001-Q2,3.9
PT,Portugal,2001-Q3,4
PT,Portugal,2001-Q4,4.2
PT,Portugal,2002-Q1,4.4
PT,Portugal,2002-Q2,4.6
PT,Portugal,2002-Q3,5.1
PT,Portugal,2002-Q4,6.2
PT,Portugal,2003-Q1,6.4
PT,Portugal,2003-Q2,6.2
PT,Portugal,2003-Q3,6.2
PT,Portugal,2003-Q4,6.6
PT,Portugal,2004-Q1,6.4
PT,Portugal,2004-Q2,6.4
PT,Portugal,2004-Q3,6.9
PT,Portugal,2004-Q4,7.1
PT,Portugal,2005-Q1,7.6
PT,Portugal,2005-Q2,7.3
PT,Portugal,2005-Q3,7.8
PT,Portugal,2005-Q4,8.1
PT,Portugal,2006-Q1,7.8
PT,Portugal,2006-Q2,7.4
PT,Portugal,2006-Q3,7.6
PT,Portugal,2006-Q4,8.3
PT,Portugal,2007-Q1,8.5
PT,Portugal,2007-Q2,8
PT,Portugal,2007-Q3,8
PT,Portugal,2007-Q4,7.9
PT,Portugal,2008-Q1,7.7
PT,Portugal,2008-Q2,7.4
PT,Portugal,2008-Q3,7.8
PT,Portugal,2008-Q4,7.9
PT,Portugal,2009-Q1,9
PT,Portugal,2009-Q2,9.2
PT,Portugal,2009-Q3,10
PT,Portugal,2009-Q4,10.2
PT,Portugal,2010-Q1,10.7
PT,Portugal,2010-Q2,10.8
PT,Portugal,2010-Q3,11.1
PT,Portugal,2010-Q4,11.3
PT,Portugal,2011-Q1,12.6
PT,Portugal,2011-Q2,12.3
PT,Portugal,2011-Q3,12.7
PT,Portugal,2011-Q4,14.1
PT,Portugal,2012-Q1,15.1
PT,Portugal,2012-Q2,15.1
PT,Portugal,2012-Q3,15.9
PT,Portugal,2012-Q4,17
PT,Portugal,2013-Q1,17.9
PT,Portugal,2013-Q2,16.8
PT,Portugal,2013-Q3,15.9
PT,Portugal,2013-Q4,15.5
PT,Portugal,2014-Q1,15.3
PT,Portugal,2014-Q2,14.1
PT,Portugal,2014-Q3,13.3
PT,Portugal,2014-Q4,13.6
PT,Portugal,2015-Q1,13.9
PT,Portugal,2015-Q2,12.1
PT,Portugal,2015-Q3,12
PT,Portugal,2015-Q4,12.3
PT,Portugal,2016-Q1,12.6
PT,Portugal,2016-Q2,10.9
PT,Portugal,2016-Q3,10.7
PT,Portugal,2016-Q4,10.6
PT,Portugal,2017-Q1,10.2
PT,Portugal,2017-Q2,8.9
PT,Portugal,2017-Q3,8.6
PT,Portugal,2017-Q4,8.2
PT,Portugal,2018-Q1,7.9
PT,Portugal,2018-Q2,6.8
PT,Portugal,2018-Q3,6.8
PT,Portugal,2018-Q4,6.7
PT,Portugal,2019-Q1,6.8
PT,Portugal,2019-Q2,6.3
PT,Portugal,2019-Q3,6.2
PT,Portugal,2019-Q4,6.8
PT,Portugal,2020-Q1,6.8
PT,Portugal,2020-Q2,5.6
PT,Portugal,2020-Q3,8.1
PT,Portugal,2020-Q4,7.2
PT,Portugal,2021-Q1,7.2
PT,Portugal,2021-Q2,7
PT,Portugal,2021-Q3,6.4
PT,Portugal,2021-Q4,6.4
PT,Portugal,2022-Q1,6.1
PT,Portugal,2022-Q2,6
PT,Portugal,2022-Q3,5.9
PT,Portugal,2022-Q4,6.7
PT,Portugal,2023-Q1,7.2
PT,Portugal,2023-Q2,6.2
PT,Portugal,2023-Q3,6.1
PT,Portugal,2023-Q4,6.6
PT,Portugal,2024-Q1,6.8
PT,Portugal,2024-Q2,6.1
PT,Portugal,2024-Q3,6.1
PT,Portugal,2024-Q4,6.7
RO,Romania,1998-Q2,5.7
RO,Romania,1999-Q1,8.4
RO,Romania,1999-Q2,6.4
RO,Romania,1999-Q3,6.1
RO,Romania,1999-Q4,7.5
RO,Romania,2000-Q1,8.6
RO,Romania,2000-Q2,7.1
RO,Romania,2000-Q3,6.6
RO,Romania,2000-Q4,7
RO,Romania,2001-Q1,7.9
RO,Romania,2001-Q2,6.7
RO,Romania,2001-Q3,5.8
RO,Romania,2001-Q4,6.6
RO,Romania,2002-Q1,10.3
RO,Romania,2002-Q2,8.3
RO,Romania,2002-Q3,7.7
RO,Romania,2002-Q4,8.2
RO,Romania,2003-Q1,8.2
RO,Romania,2003-Q2,6.9
RO,Romania,2003-Q3,6.3
RO,Romania,2003-Q4,6.8
RO,Romania,2004-Q1,8.9
RO,Romania,2004-Q2,7.7
RO,Romania,2004-Q3,7.6
RO,Romania,2004-Q4,8.1
RO,Romania,2005-Q1,8.5
RO,Romania,2005-Q2,7.2
RO,Romania,2005-Q3,6.2
RO,Romania,2005-Q4,6.8
RO,Romania,2006-Q1,7.8
RO,Romania,2006-Q2,7
RO,Romania,2006-Q3,7
RO,Romania,2006-Q4,7.2
RO,Romania,2007-Q1,7
RO,Romania,2007-Q2,6.5
RO,Romania,2007-Q3,6
RO,Romania,2007-Q4,6.1
RO,Romania,2008-Q1,6.3
RO,Romania,2008-Q2,5.6
RO,Romania,2008-Q3,5.4
RO,Romania,2008-Q4,5.8
RO,Romania,2009-Q1,6.9
RO,Romania,2009-Q2,6.3
RO,Romania,2009-Q3,6.8
RO,Romania,2009-Q4,7.5
RO,Romania,2010-Q1,7.8
RO,Romania,2010-Q2,6.5
RO,Romania,2010-Q3,6.6
RO,Romania,2010-Q4,7
RO,Romania,2011-Q1,7.3
RO,Romania,2011-Q2,6.9
RO,Romania,2011-Q3,7
RO,Romania,2011-Q4,7.4
RO,Romania,2012-Q1,7.3
RO,Romania,2012-Q2,6.7
RO,Romania,2012-Q3,6.6
RO,Romania,2012-Q4,6.6
RO,Romania,2013-Q1,7.3
RO,Romania,2013-Q2,7.3
RO,Romania,2013-Q3,6.7
RO,Romania,2013-Q4,7.1
RO,Romania,2014-Q1,7.2
RO,Romania,2014-Q2,6.7
RO,Romania,2014-Q3,6.5
RO,Romania,2014-Q4,6.7
RO,Romania,2015-Q1,7.4
RO,Romania,2015-Q2,6.7
RO,Romania,2015-Q3,6.5
RO,Romania,2015-Q4,6.6
RO,Romania,2016-Q1,6.6
RO,Romania,2016-Q2,5.9
RO,Romania,2016-Q3,5.7
RO,Romania,2016-Q4,5.5
RO,Romania,2017-Q1,5.5
RO,Romania,2017-Q2,4.8
RO,Romania,2017-Q3,4.7
RO,Romania,2017-Q4,4.7
RO,Romania,2018-Q1,4.7
RO,Romania,2018-Q2,4.1
RO,Romania,2018-Q3,3.9
RO,Romania,2018-Q4,4.1
RO,Romania,2019-Q1,4.1
RO,Romania,2019-Q2,3.8
RO,Romania,2019-Q3,3.8
RO,Romania,2019-Q4,3.9
RO,Romania,2020-Q1,4.3
RO,Romania,2020-Q2,5.4
RO,Romania,2020-Q3,5.2
RO,Romania,2020-Q4,5.2
RO,Romania,2021-Q1,6.1
RO,Romania,2021-Q2,5.1
RO,Romania,2021-Q3,5.3
RO,Romania,2021-Q4,5.9
RO,Romania,2022-Q1,6
RO,Romania,2022-Q2,5.3
RO,Romania,2022-Q3,5.4
RO,Romania,2022-Q4,5.8
RO,Romania,2023-Q1,5.8
RO,Romania,2023-Q2,5.4
RO,Romania,2023-Q3,5.4
RO,Romania,2023-Q4,5.8
RO,Romania,2024-Q1,5.3
RO,Romania,2024-Q2,5
RO,Romania,2024-Q3,5.6
RO,Romania,2024-Q4,5.9
RS,Serbia,2010-Q2,19.3
RS,Serbia,2010-Q4,19.4
RS,Serbia,2011-Q2,22.3
RS,Serbia,2011-Q4,23.8
RS,Serbia,2012-Q2,25.6
RS,Serbia,2012-Q4,22.7
RS,Serbia,2013-Q2,24.3
RS,Serbia,2013-Q4,20.4
RS,Serbia,2014-Q1,21.4
RS,Serbia,2014-Q2,20.8
RS,Serbia,2014-Q3,18
RS,Serbia,2014-Q4,17.1
RS,Serbia,2015-Q1,19.1
RS,Serbia,2015-Q2,17.4
RS,Serbia,2015-Q3,16.7
RS,Serbia,2015-Q4,17.8
RS,Serbia,2016-Q1,19.1
RS,Serbia,2016-Q2,15.4
RS,Serbia,2016-Q3,14
RS,Serbia,2016-Q4,13.2
RS,Serbia,2017-Q1,14.7
RS,Serbia,2017-Q2,11.9
RS,Serbia,2017-Q3,13.1
RS,Serbia,2017-Q4,14.8
RS,Serbia,2018-Q1,15
RS,Serbia,2018-Q2,12
RS,Serbia,2018-Q3,11.4
RS,Serbia,2018-Q4,13
RS,Serbia,2019-Q1,12.2
RS,Serbia,2019-Q2,10.4
RS,Serbia,2019-Q3,9.6
RS,Serbia,2019-Q4,9.8
RS,Serbia,2020-Q1,9.8
RS,Serbia,2020-Q2,7.3
RS,Serbia,2020-Q3,9.1
RS,Serbia,2020-Q4,10
RS,Serbia,2021-Q1,12.8
RS,Serbia,2021-Q2,11.3
RS,Serbia,2021-Q3,10.7
RS,Serbia,2021-Q4,9.9
RS,Serbia,2022-Q1,10.9
RS,Serbia,2022-Q2,8.9
RS,Serbia,2022-Q3,9
RS,Serbia,2022-Q4,9.4
RS,Serbia,2023-Q1,10.1
RS,Serbia,2023-Q2,9.6
RS,Serbia,2023-Q3,9
RS,Serbia,2023-Q4,9.2
RS,Serbia,2024-Q1,9.5
RS,Serbia,2024-Q2,8.2
RS,Serbia,2024-Q3,8.1
RS,Serbia,2024-Q4,8.7
SE,Sweden,1998-Q2,8.9
SE,Sweden,1999-Q2,7.6
SE,Sweden,2000-Q2,5.5
SE,Sweden,2001-Q1,5.3
SE,Sweden,2001-Q2,4.7
SE,Sweden,2001-Q3,4.7
SE,Sweden,2001-Q4,4.7
SE,Sweden,2002-Q1,5.4
SE,Sweden,2002-Q2,5
SE,Sweden,2002-Q3,5
SE,Sweden,2002-Q4,5
SE,Sweden,2003-Q1,5.8
SE,Sweden,2003-Q2,5.6
SE,Sweden,2003-Q3,5.5
SE,Sweden,2003-Q4,5.8
SE,Sweden,2004-Q1,6.9
SE,Sweden,2004-Q2,6.7
SE,Sweden,2004-Q3,6.3
SE,Sweden,2004-Q4,6.2
SE,Sweden,2005-Q1,6.8
SE,Sweden,2005-Q2,8.7
SE,Sweden,2005-Q3,7.3
SE,Sweden,2005-Q4,7.1
SE,Sweden,2006-Q1,7.9
SE,Sweden,2006-Q2,8
SE,Sweden,2006-Q3,6.3
SE,Sweden,2006-Q4,6
SE,Sweden,2007-Q1,6.8
SE,Sweden,2007-Q2,6.9
SE,Sweden,2007-Q3,5.5
SE,Sweden,2007-Q4,5.5
SE,Sweden,2008-Q1,6.3
SE,Sweden,2008-Q2,6.8
SE,Sweden,2008-Q3,5.7
SE,Sweden,2008-Q4,6.2
SE,Sweden,2009-Q1,7.9
SE,Sweden,2009-Q2,9.2
SE,Sweden,2009-Q3,8.1
SE,Sweden,2009-Q4,8.3
SE,Sweden,2010-Q1,9.4
SE,Sweden,2010-Q2,9.5
SE,Sweden,2010-Q3,8
SE,Sweden,2010-Q4,7.6
SE,Sweden,2011-Q1,8.3
SE,Sweden,2011-Q2,8.6
SE,Sweden,2011-Q3,7.1
SE,Sweden,2011-Q4,7.2
SE,Sweden,2012-Q1,8.2
SE,Sweden,2012-Q2,8.6
SE,Sweden,2012-Q3,7.5
SE,Sweden,2012-Q4,7.6
SE,Sweden,2013-Q1,8.6
SE,Sweden,2013-Q2,8.8
SE,Sweden,2013-Q3,7.4
SE,Sweden,2013-Q4,7.5
SE,Sweden,2014-Q1,8.6
SE,Sweden,2014-Q2,8.7
SE,Sweden,2014-Q3,7.2
SE,Sweden,2014-Q4,7.3
SE,Sweden,2015-Q1,8.3
SE,Sweden,2015-Q2,8.3
SE,Sweden,2015-Q3,6.6
SE,Sweden,2015-Q4,6.6
SE,Sweden,2016-Q1,7.7
SE,Sweden,2016-Q2,7.5
SE,Sweden,2016-Q3,6.3
SE,Sweden,2016-Q4,6.4
SE,Sweden,2017-Q1,7.2
SE,Sweden,2017-Q2,7.3
SE,Sweden,2017-Q3,6.3
SE,Sweden,2017-Q4,6.1
SE,Sweden,2018-Q1,6.7
SE,Sweden,2018-Q2,6.9
SE,Sweden,2018-Q3,6
SE,Sweden,2018-Q4,5.9
SE,Sweden,2019-Q1,7.3
SE,Sweden,2019-Q2,7.1
SE,Sweden,2019-Q3,6.6
SE,Sweden,2019-Q4,6.3
SE,Sweden,2020-Q1,7.6
SE,Sweden,2020-Q2,9.1
SE,Sweden,2020-Q3,8.6
SE,Sweden,2020-Q4,7.9
SE,Sweden,2021-Q1,9.8
SE,Sweden,2021-Q2,10
SE,Sweden,2021-Q3,8.3
SE,Sweden,2021-Q4,7.6
SE,Sweden,2022-Q1,8.2
SE,Sweden,2022-Q2,8.5
SE,Sweden,2022-Q3,6.5
SE,Sweden,2022-Q4,6.8
SE,Sweden,2023-Q1,7.8
SE,Sweden,2023-Q2,8.3
SE,Sweden,2023-Q3,7.2
SE,Sweden,2023-Q4,7.4
SE,Sweden,2024-Q1,8.8
SE,Sweden,2024-Q2,9.1
SE,Sweden,2024-Q3,8
SE,Sweden,2024-Q4,7.8
SI,Slovenia,1998-Q2,7.4
SI,Slovenia,1999-Q1,7.5
SI,Slovenia,1999-Q2,7.4
SI,Slovenia,1999-Q3,7.4
SI,Slovenia,1999-Q4,7.5
SI,Slovenia,2000-Q1,7.1
SI,Slovenia,2000-Q2,6.9
SI,Slovenia,2000-Q3,6.6
SI,Slovenia,2000-Q4,6.4
SI,Slovenia,2001-Q1,6.4
SI,Slovenia,2001-Q2,5.7
SI,Slovenia,2001-Q3,5.8
SI,Slovenia,2001-Q4,6.9
SI,Slovenia,2002-Q1,6.9
SI,Slovenia,2002-Q2,6
SI,Slovenia,2002-Q3,6
SI,Slovenia,2002-Q4,6.5
SI,Slovenia,2003-Q1,7
SI,Slovenia,2003-Q2,6.5
SI,Slovenia,2003-Q3,6.6
SI,Slovenia,2003-Q4,6.7
SI,Slovenia,2004-Q1,6.8
SI,Slovenia,2004-Q2,6
SI,Slovenia,2004-Q3,5.9
SI,Slovenia,2004-Q4,6.5
SI,Slovenia,2005-Q1,6.8
SI,Slovenia,2005-Q2,5.8
SI,Slovenia,2005-Q3,6.3
SI,Slovenia,2005-Q4,7.2
SI,Slovenia,2006-Q1,6.9
SI,Slovenia,2006-Q2,5.9
SI,Slovenia,2006-Q3,5.6
SI,Slovenia,2006-Q4,5.6
SI,Slovenia,2007-Q1,5.7
SI,Slovenia,2007-Q2,4.6
SI,Slovenia,2007-Q3,4.4
SI,Slovenia,2007-Q4,4.7
SI,Slovenia,2008-Q1,5.1
SI,Slovenia,2008-Q2,4.1
SI,Slovenia,2008-Q3,4.1
SI,Slovenia,2008-Q4,4.3
SI,Slovenia,2009-Q1,5.3
SI,Slovenia,2009-Q2,5.6
SI,Slovenia,2009-Q3,6.2
SI,Slovenia,2009-Q4,6.4
SI,Slovenia,2010-Q1,7.1
SI,Slovenia,2010-Q2,7.1
SI,Slovenia,2010-Q3,7.1
SI,Slovenia,2010-Q4,7.8
SI,Slovenia,2011-Q1,8.5
SI,Slovenia,2011-Q2,7.7
SI,Slovenia,2011-Q3,7.9
SI,Slovenia,2011-Q4,8.7
SI,Slovenia,2012-Q1,8.6
SI,Slovenia,2012-Q2,8.2
SI,Slovenia,2012-Q3,9.2
SI,Slovenia,2012-Q4,9.5
SI,Slovenia,2013-Q1,11.1
SI,Slovenia,2013-Q2,10.4
SI,Slovenia,2013-Q3,9.4
SI,Slovenia,2013-Q4,9.7
SI,Slovenia,2014-Q1,10.8
SI,Slovenia,2014-Q2,9.3
SI,Slovenia,2014-Q3,9.3
SI,Slovenia,2014-Q4,9.6
SI,Slovenia,2015-Q1,9.8
SI,Slovenia,2015-Q2,9.2
SI,Slovenia,2015-Q3,8.6
SI,Slovenia,2015-Q4,8.5
SI,Slovenia,2016-Q1,8.9
SI,Slovenia,2016-Q2,7.8
SI,Slovenia,2016-Q3,7.4
SI,Slovenia,2016-Q4,8.1
SI,Slovenia,2017-Q1,7.8
SI,Slovenia,2017-Q2,6.4
SI,Slovenia,2017-Q3,6.3
SI,Slovenia,2017-Q4,5.8
SI,Slovenia,2018-Q1,6
SI,Slovenia,2018-Q2,5.2
SI,Slovenia,2018-Q3,5
SI,Slovenia,2018-Q4,4.3
SI,Slovenia,2019-Q1,4.8
SI,Slovenia,2019-Q2,4.2
SI,Slovenia,2019-Q3,4.8
SI,Slovenia,2019-Q4,4
SI,Slovenia,2020-Q1,4.6
SI,Slovenia,2020-Q2,5.2
SI,Slovenia,2020-Q3,5.1
SI,Slovenia,2020-Q4,5.1
SI,Slovenia,2021-Q1,5.7
SI,Slovenia,2021-Q2,4.4
SI,Slovenia,2021-Q3,4.5
SI,Slovenia,2021-Q4,4.5
SI,Slovenia,2022-Q1,4.3
SI,Slovenia,2022-Q2,4.2
SI,Slovenia,2022-Q3,4
SI,Slovenia,2022-Q4,3.5
SI,Slovenia,2023-Q1,3.8
SI,Slovenia,2023-Q2,3.6
SI,Slovenia,2023-Q3,3.9
SI,Slovenia,2023-Q4,3.4
SI,Slovenia,2024-Q1,3.5
SI,Slovenia,2024-Q2,3.4
SI,Slovenia,2024-Q3,4.4
SI,Slovenia,2024-Q4,3.5
SK,Slovakia,1998-Q1,12.7
SK,Slovakia,1998-Q2,12.2
SK,Slovakia,1998-Q3,12.9
SK,Slovakia,1998-Q4,12.7
SK,Slovakia,1999-Q1,15.4
SK,Slovakia,1999-Q2,15.9
SK,Slovakia,1999-Q3,16.8
SK,Slovakia,1999-Q4,17.2
SK,Slovakia,2000-Q1,19.1
SK,Slovakia,2000-Q2,19.1
SK,Slovakia,2000-Q3,18.7
SK,Slovakia,2000-Q4,18.2
SK,Slovakia,2001-Q1,19.9
SK,Slovakia,2001-Q2,19.4
SK,Slovakia,2001-Q3,19.1
SK,Slovakia,2001-Q4,18.8
SK,Slovakia,2002-Q1,19.5
SK,Slovakia,2002-Q2,18.7
SK,Slovakia,2002-Q3,18.4
SK,Slovakia,2002-Q4,18.1
SK,Slovakia,2003-Q1,18.5
SK,Slovakia,2003-Q2,17.1
SK,Slovakia,2003-Q3,17.1
SK,Slovakia,2003-Q4,17.5
SK,Slovakia,2004-Q1,19.5
SK,Slovakia,2004-Q2,18.6
SK,Slovakia,2004-Q3,17.6
SK,Slovakia,2004-Q4,17.3
SK,Slovakia,2005-Q1,17.6
SK,Slovakia,2005-Q2,16.3
SK,Slovakia,2005-Q3,15.7
SK,Slovakia,2005-Q4,15.4
SK,Slovakia,2006-Q1,15
SK,Slovakia,2006-Q2,13.5
SK,Slovakia,2006-Q3,12.9
SK,Slovakia,2006-Q4,12.1
SK,Slovakia,2007-Q1,11.7
SK,Slovakia,2007-Q2,11.2
SK,Slovakia,2007-Q3,11.3
SK,Slovakia,2007-Q4,10.4
SK,Slovakia,2008-Q1,10.5
SK,Slovakia,2008-Q2,10
SK,Slovakia,2008-Q3,8.9
SK,Slovakia,2008-Q4,8.6
SK,Slovakia,2009-Q1,10.4
SK,Slovakia,2009-Q2,11.3
SK,Slovakia,2009-Q3,12.5
SK,Slovakia,2009-Q4,13.9
SK,Slovakia,2010-Q1,15.2
SK,Slovakia,2010-Q2,14.4
SK,Slovakia,2010-Q3,14.1
SK,Slovakia,2010-Q4,13.9
SK,Slovakia,2011-Q1,14
SK,Slovakia,2011-Q2,13.2
SK,Slovakia,2011-Q3,13.2
SK,Slovakia,2011-Q4,14.1
SK,Slovakia,2012-Q1,14.1
SK,Slovakia,2012-Q2,13.6
SK,Slovakia,2012-Q3,13.7
SK,Slovakia,2012-Q4,14.4
SK,Slovakia,2013-Q1,14.5
SK,Slovakia,2013-Q2,14
SK,Slovakia,2013-Q3,14.1
SK,Slovakia,2013-Q4,14.3
SK,Slovakia,2014-Q1,14.1
SK,Slovakia,2014-Q2,13.2
SK,Slovakia,2014-Q3,12.9
SK,Slovakia,2014-Q4,12.6
SK,Slovakia,2015-Q1,12.4
SK,Slovakia,2015-Q2,11.2
SK,Slovakia,2015-Q3,11.3
SK,Slovakia,2015-Q4,11
SK,Slovakia,2016-Q1,10.4
SK,Slovakia,2016-Q2,9.6
SK,Slovakia,2016-Q3,9.5
SK,Slovakia,2016-Q4,9.1
SK,Slovakia,2017-Q1,8.7
SK,Slovakia,2017-Q2,8.1
SK,Slovakia,2017-Q3,8
SK,Slovakia,2017-Q4,7.7
SK,Slovakia,2018-Q1,7.1
SK,Slovakia,2018-Q2,6.6
SK,Slovakia,2018-Q3,6.4
SK,Slovakia,2018-Q4,6.1
SK,Slovakia,2019-Q1,5.8
SK,Slovakia,2019-Q2,5.7
SK,Slovakia,2019-Q3,5.9
SK,Slovakia,2019-Q4,5.6
SK,Slovakia,2020-Q1,6
SK,Slovakia,2020-Q2,6.6
SK,Slovakia,2020-Q3,7.2
SK,Slovakia,2020-Q4,7
SK,Slovakia,2021-Q1,7.1
SK,Slovakia,2021-Q2,6.9
SK,Slovakia,2021-Q3,6.8
SK,Slovakia,2021-Q4,6.6
SK,Slovakia,2022-Q1,6.4
SK,Slovakia,2022-Q2,6.1
SK,Slovakia,2022-Q3,6
SK,Slovakia,2022-Q4,6.1
SK,Slovakia,2023-Q1,6.2
SK,Slovakia,2023-Q2,5.7
SK,Slovakia,2023-Q3,5.9
SK,Slovakia,2023-Q4,5.6
SK,Slovakia,2024-Q1,5.6
SK,Slovakia,2024-Q2,5.2
